prefix,feature_type,level1,level2,level3,level4,description
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:ceilingHeight,,,天端高
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:waveDissipatorLength,,,消波工延長
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:mainMaterial,,,主要用材
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:wasteType,,,廃棄物の種類
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:plannedDisposalArea,,,計画処分面積
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:plannedDisposalAmount,,,計画処分量
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:receivingCapacity,,,受入容量
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:shipType,,,船型
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:unitOfReceivingCapacity,,,受入容量単位
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:acquisitionYear,,,取得年度
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:totalCost,,,事業費－総額
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:subsidy,,,事業費－補助金額
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:note,,,備考
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortEnvironmentalImprovementFacility,,,,環境整備施設
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortEnvironmentalImprovementFacility,uro:facilityId,,,対象施設内での識別子
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortEnvironmentalImprovementFacility,uro:facilityDetailType,,,施設種類
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortEnvironmentalImprovementFacility,uro:portName,,,港湾名
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortEnvironmentalImprovementFacility,uro:portStatus,,,港格
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortEnvironmentalImprovementFacility,uro:district,,,地区名
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortEnvironmentalImprovementFacility,uro:grantType,,,施設区分名
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortEnvironmentalImprovementFacility,uro:isDesignated,,,特定技術基準対象施設
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortEnvironmentalImprovementFacility,uro:degradationLevel,,,性能低下度
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortEnvironmentalImprovementFacility,uro:usage,,,用途等
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortEnvironmentalImprovementFacility,uro:length,,,長さ
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortEnvironmentalImprovementFacility,uro:area,,,面積
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortEnvironmentalImprovementFacility,uro:totalFoorArea,,,総床面積
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortEnvironmentalImprovementFacility,uro:totalCost,,,事業費－総額
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortEnvironmentalImprovementFacility,uro:subsidy,,,事業費－補助金額
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortEnvironmentalImprovementFacility,uro:note,,,備考
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortPollutionControlFacility,,,,公害防止施設
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortPollutionControlFacility,uro:facilityId,,,対象施設内での識別子
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortPollutionControlFacility,uro:facilityDetailType,,,施設種類
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortPollutionControlFacility,uro:portName,,,港湾名
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortPollutionControlFacility,uro:portStatus,,,港格
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortPollutionControlFacility,uro:district,,,地区名
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortPollutionControlFacility,uro:grantType,,,施設区分名
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortPollutionControlFacility,uro:isDesignated,,,特定技術基準対象施設
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortPollutionControlFacility,uro:degradationLevel,,,性能低下度
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortPollutionControlFacility,uro:length,,,長さ
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortPollutionControlFacility,uro:width,,,幅
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortPollutionControlFacility,uro:crossSectionalArea,,,断面積
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortPollutionControlFacility,uro:area,,,面積
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortPollutionControlFacility,uro:height,,,高さ
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortPollutionControlFacility,uro:mainMaterial,,,主要用材
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortPollutionControlFacility,uro:totalCost,,,事業費－総額
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortPollutionControlFacility,uro:subsidy,,,事業費－補助金額
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortPollutionControlFacility,uro:note,,,備考
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortWelfareFacility,,,,厚生施設
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortWelfareFacility,uro:facilityId,,,対象施設内での識別子
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortWelfareFacility,uro:facilityDetailType,,,施設種類
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortWelfareFacility,uro:portName,,,港湾名
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortWelfareFacility,uro:portStatus,,,港格
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortWelfareFacility,uro:district,,,地区名
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortWelfareFacility,uro:grantType,,,施設区分名
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortWelfareFacility,uro:isDesignated,,,特定技術基準対象施設
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortWelfareFacility,uro:degradationLevel,,,性能低下度
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortWelfareFacility,uro:totalFloorArea,,,総床面積
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortWelfareFacility,uro:totalCost,,,事業費－総額
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortWelfareFacility,uro:note,,,備考
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortManagementFacility,,,,港湾管理施設
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortManagementFacility,uro:facilityId,,,対象施設内での識別子
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortManagementFacility,uro:facilityDetailType,,,施設種類
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortManagementFacility,uro:portName,,,港湾名
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortManagementFacility,uro:portStatus,,,港格
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortManagementFacility,uro:district,,,地区名
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortManagementFacility,uro:grantType,,,施設区分名
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortManagementFacility,uro:isDesignated,,,特定技術基準対象施設
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortManagementFacility,uro:degradationLevel,,,性能低下度
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortManagementFacility,uro:totalFloorArea,,,総床面積
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortManagementFacility,uro:numberOfShipTypes,,,船型数量
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortManagementFacility,uro:unitOfShipType,,,船型単位
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortManagementFacility,uro:loadingCapacity,,,積載量
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortManagementFacility,uro:acquisitionYear,,,取得年度
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortManagementFacility,uro:usage,,,用途
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortManagementFacility,uro:totalCost,,,事業費－総額
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortManagementFacility,uro:subsidy,,,事業費－補助金額
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.PortManagementFacility,uro:note,,,備考
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,,,,マリーナ・PBS
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:facilityId,,,対象施設内での識別子
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:facilityDetailType,,,施設種類
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:portName,,,港湾名
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:portStatus,,,港格
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:district,,,地区名
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:grantType,,,施設区分名
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:isDesignated,,,特定技術基準対象施設
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:degradationLevel,,,性能低下度
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:geologicalType,,,地質名
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:obstructingStructures,,,構造物による制限－構造物名
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:mainPartLength,,,延長_機能保有延長
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:urototalLength,,,延長－取付部を含む延長
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:waveDissipatorLength,,,消波工延長
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:facilityWidth,,,施設の幅
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:apronWidth,,,エプロン幅
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:restrictionStructure,,,構造物による制限
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:plannedDepth,,,計画深
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:currentDepth,,,現在の水深
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:innerTotalFloorArea,,,臨港地区内－総床面積
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:innerOfSiteArea,,,臨港地区内－敷地面積
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:outerOfTotalFloorArea,,,臨港地区外－総床面積
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:outerSiteArea,,,臨港地区外－敷地面積
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:ceilingHeight,,,天端高
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:gravityResistant,,,耐重力
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:form,,,形態
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:areaType,,,内外区分
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:mainVessels,,,主要利用船舶の種類
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:isDredged,,,浚渫の有無
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:mooringPostWeight,,,附帯設備－係船柱重量
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:numberOfMooringPosts,,,附帯設備－係船柱の数
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:resistantMaterial,,,附帯設備－防げん材
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:lighting,,,附帯設備－照明設備
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:stairs,,,附帯設備－階段等
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:lifesaving,,,附帯設備－救設備の名称
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:lifesavingNumber,,,附帯設備－救命設備の数
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:bumper,,,附帯設備－車止め
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:numberOfVehicleBoardings,,,附帯設備－車両乗降設備－基数
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:vehicleBoardingWidth,,,附帯設備－車両乗降設備－幅員
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:shipType,,,船型
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:numberOfSeats,,,対象船舶－船席数
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:mainCargo,,,主要取扱貨物名
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:storageCapacity,,,保管容量－値
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:storageCapacityUnit,,,保管容量－単位
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:structureType,,,構造形式
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:mainMaterial,,,主要用材
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:totalCost,,,事業費－総額
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:subsidy,,,事業費－補助金額
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:note,,,備考
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,,,,漁港施設情報
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,uro:facilityId,,,対象施設内での識別子
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,uro:facilityDetailType,,,施設種類
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,uro:portName,,,港湾名
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,uro:portType,,,漁港漁場整備法施行規則  第九条に基づく漁港の種類
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,uro:address,,,所在地
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,uro:designatedArea,,,区域
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,uro:designation,,,漁港の指定
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,uro:designatedAdministrator,,,漁港管理者の指定
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,uro:referenceNumber,,,漁港の平面図対象番号
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,uro:grantType,,,施設区分名
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,uro:administrator,,,所有者の名称
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,uro:facilityManager,,,管理者の名称
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,uro:structureType,,,構造形式
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,uro:mainMaterial,,,主要用材
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,uro:otherStructure,,,構造_その他の構造
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,uro:length,,,長さ
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,uro:width,,,幅
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,uro:ceilingHeight,,,規模_天端高
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,uro:depth,,,規模_水深
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,uro:area,,,面積
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,uro:otherSizeDescription,,,規模_その他の規模数量
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,uro:dateOfConstructionOrAcquisition,,,建設又は取得の年月日
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,uro:cost,,,建設又は取得の価格
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortFacility,uro:note,,,備考
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortCapacity,,,,漁港施設能力情報
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortCapacity,uro:facilityId,,,対象施設内での識別子
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortCapacity,uro:capacity,,,能力
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortCapacity,uro:weightCapacity,,,能力_耐重量
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortCapacity,uro:hullForm,,,能力_係船能力_船型
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortCapacity,uro:shipNumber,,,能力_係船能力_隻数
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortCapacity,uro:waterDepth-2m,,,能力_水深別内訳_2ｍ未満の面積
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortCapacity,uro:waterDepth2-3m,,,能力_水深別内訳_2～3ｍ未満の面積
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortCapacity,uro:waterDepth3-6m,,,能力_水深別内訳_3～6ｍ未満の面積
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortCapacity,uro:waterDepth6-m,,,能力_水深別内訳_6ｍ以上の面積
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortCapacity,uro:heightAboveAWL,,,能力_種類_灯台_平均水面上の高さ
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortCapacity,uro:heightOnFoundations,,,能力_種類_灯台_基礎上の高さ
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortCapacity,uro:luminousRange,,,能力_光音電波の到達距離
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortCapacity,uro:luminousColor,,,能力_灯色
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortCapacity,uro:candlePower,,,能力_燭光数
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortCapacity,uro:lightType,,,能力_灯質の種類
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortCapacity,uro:period,,,能力_灯質の周期
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortCapacity,uro:maximumGroundingWeight,,,能力_入きょ又は上架できる最大船舶の総重量
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortCapacity,uro:handleablePower,,,能力_取り扱いできる機関の馬力数
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortCapacity,uro:maximumWaterSupply,,,能力_最大給水能力
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortCapacity,uro:maximumRefueling,,,能力_最大給油能力
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortCapacity,uro:people,,,能力_最大収容可能人数
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.FishingPortCapacity,uro:other,,,能力_その他
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.MaintenanceHistoryAttribute,,,,点検工事記録
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.MaintenanceHistoryAttribute,uro:facilityId,,,工事・点検の対象となる施設の識別子
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.MaintenanceHistoryAttribute,uro:maintenanceType,,,点検・工事の種類
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.MaintenanceHistoryAttribute,uro:maintenanceFiscalYear,,,点検・工事を行った西暦年度
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.MaintenanceHistoryAttribute,uro:maintenanceYear,,,点検・工事を行った西暦年
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.MaintenanceHistoryAttribute,uro:maintenanceDate,,,点検・工事の日付
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.MaintenanceHistoryAttribute,uro:status,,,点検、工事の状況
unf,uro:TelecommunicationsCable,uro:frnFacilityAttribute.MaintenanceHistoryAttribute,uro:description,,,設定等名称
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmGeometricAttribute,,,,図式情報
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmGeometricAttribute,uro:dmCode,,,DMコード
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmGeometricAttribute,uro:meshCode,,,メッシュコード
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmGeometricAttribute,uro:dmElement.uro:DmElement,,,数値地形図要素情報
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmGeometricAttribute,uro:geometryType,,,レコードタイプ
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmGeometricAttribute,uro:mapLevel,,,地図情報レベル
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmGeometricAttribute,uro:shapeType,,,図形区分
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmGeometricAttribute,uro:visibility,,,可視性
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmGeometricAttribute,uro:is3d,,,3Dフラグ
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmGeometricAttribute,uro:isInstallation,,,付属図形フラグ
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmGeometricAttribute,uro:isEdited,,,編集フラグ
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmGeometricAttribute,uro:isSupplementarySymbol,,,補助記号フラグ
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmGeometricAttribute,uro:angle,,,角度
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmGeometricAttribute,uro:elevation,,,標高
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmGeometricAttribute,uro:lod0Geometry,,,図式情報
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmAnnotation,,,,注記情報
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmAnnotation,uro:dmCode,,,DMコード
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmAnnotation,uro:meshCode,,,メッシュコード
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmAnnotation,uro:dmElement.uro:DmElement,,,数値地形図要素情報
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmAnnotation,uro:geometryType,,,レコードタイプ
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmAnnotation,uro:shapeType,,,図形区分
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmAnnotation,uro:label,,,注記文字列
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmAnnotation,uro:isVertical,,,文字方向
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmAnnotation,uro:size,,,字大
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmAnnotation,uro:orientation,,,角度
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmAnnotation,uro:linewidth,,,線号
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmAnnotation,uro:spacing,,,字隔
unf,uro:TelecommunicationsCable,uro:frnDmAttribute.DmAnnotation,uro:lod0AnchorPoint,,,挿入位置
unf,uro:TelecommunicationsCable,uro:occupierType,,,,事業者区分
unf,uro:TelecommunicationsCable,uro:occupierName,,,,事業者名
unf,uro:TelecommunicationsCable,uro:year,,,,埋設年度
unf,uro:TelecommunicationsCable,uro:yearType,,,,確からしさ
unf,uro:TelecommunicationsCable,uro:offsetDepth,,,,オフセットデプス
unf,uro:TelecommunicationsCable,uro:offsetDepth,uro:pos,,,位置
unf,uro:TelecommunicationsCable,uro:offsetDepth,uro:depth,,,深さ
unf,uro:TelecommunicationsCable,uro:offsetDepth,uro:maxDepth,,,最大深さ
unf,uro:TelecommunicationsCable,uro:offsetDepth,uro:minDepth,,,最小深さ
unf,uro:TelecommunicationsCable,uro:offsetDepth,uro:offset,,,オフセット量
unf,uro:TelecommunicationsCable,uro:thematicShape,,,,主題図形
unf,uro:TelecommunicationsCable,uro:thematicShape,uro:horizontalType,,,水平位置の種類
unf,uro:TelecommunicationsCable,uro:thematicShape,uro:heightType,,,垂直位置の種類
unf,uro:TelecommunicationsCable,uro:thematicShape,uro:shape,,,主題図形
unf,uro:TelecommunicationsCable,uro:routeStartNode,,,,路線開始ノード
unf,uro:TelecommunicationsCable,uro:startNode,,,,開始ノード
unf,uro:TelecommunicationsCable,uro:routeEndNode,,,,路線終了ノード
unf,uro:TelecommunicationsCable,uro:endNode,,,,終了ノード
unf,uro:TelecommunicationsCable,uro:depth,,,,深さ
unf,uro:TelecommunicationsCable,uro:minDepth,,,,最小深さ
unf,uro:TelecommunicationsCable,uro:maxDepth,,,,最大深さ
unf,uro:TelecommunicationsCable,uro:maxWidth,,,,最大幅
unf,uro:TelecommunicationsCable,uro:offset,,,,オフセット量
unf,uro:TelecommunicationsCable,uro:material,,,,管渠材質の種類
unf,uro:TelecommunicationsCable,uro:lengthAttribute,,,,長さ
unf,uro:TelecommunicationsCable,uro:lengthAttribute,uro:length,,,長さ
unf,uro:TelecommunicationsCable,uro:lengthAttribute,uro:measureType,,,計測方法
unf,uro:TelecommunicationsCable,uro:lengthAttribute,uro:phaseType,,,計測段階
unf,uro:TelecommunicationsCable,columns,,,,列数
unf,uro:TelecommunicationsCable,rows,,,,段数
unf,uro:TelecommunicationsCable,cables,,,,条数
unf,uro:ElectricityCable,gml:description,,,,説明
unf,uro:ElectricityCable,gml:name,,,,名称
unf,uro:ElectricityCable,gml:boundedBy,,,,範囲
unf,uro:ElectricityCable,core:creationDate,,,,データ作成日
